Ticker,Date,c_open,c_high,c_low,n_close,n_adj_close,Adj Close,Normalized_MA_5,Normalized_MA_10,Normalized_MA_15,Normalized_MA_20,Normalized_MA_25,Normalized_MA_30,Class
BA,2014-01-03,-0.40691543405446673,0.6394455980034186,-0.41417818682524254,0.6951028125426584,0.695092489689042,124.085045,-0.6539603543682437,-0.6728535255799639,-1.185860283700313,-1.5887820728114233,-1.8950611493915082,-2.0386930861276076,1
BA,2014-01-06,0.7152589924063646,0.9753565211948256,-0.4407203109393576,0.574051030883993,0.5740627325396153,124.797371,-1.002818240457981,-1.005711089859429,-1.4873724116084674,-1.9453119328932011,-2.3483900794672885,-2.4543074976582036,1
BA,2014-01-07,-1.3735627846261034,0.4199067831437864,-1.4304996594726282,1.517224867647582,1.5172178586999374,126.690819,-1.829040034858409,-2.2119332893411947,-2.642746459262646,-3.221114901783062,-3.629627400230162,-3.7323483558820536,1
BA,2014-01-08,-0.09231997836784966,0.4118640613332669,-1.0367887568703216,0.22063341472611242,0.22062372175524203,126.970329,-1.4301905132497628,-2.1133257046219045,-2.5682818647601913,-3.2161540276075096,-3.652598017604569,-3.829466541483606,0
BA,2014-01-09,-0.43622738210696843,0.2743959658623618,-1.1187025568598297,0.9302641207793672,0.9302645817354627,128.151489,-1.5703901809521637,-2.642640695341414,-3.1731432580805574,-3.811642055910869,-4.255531670022172,-4.501738303381453,1
BA,2014-01-10,0.6272015769077655,0.6342558407719245,-0.7047216647521504,-0.16183141624459552,-0.16182566556054434,127.944107,-0.8076057774196621,-2.2290252883628403,-2.7150473344322634,-3.326627579650876,-3.8071774263116365,-4.179693793947081,0
BA,2014-01-13,0.6041265231867765,1.0234556010686902,-0.22742857627778834,-0.845663883537584,-0.8456466072329638,126.862152,0.36388094693522444,-1.1250970265741622,-1.6233201950833331,-2.2270867673756523,-2.760206905523721,-3.2208086774375366,-1
BA,2014-01-14,0.5999650239256082,1.2070581103870381,-1.578453024014459,-0.49040654919132454,-0.4904173468537665,126.239998,0.7870857222288752,-0.3456859211927399,-0.9794502161932339,-1.5245309572961219,-2.1429858387671974,-2.6067149494092945,0
BA,2014-01-15,-0.2275579657074922,0.3271277317283605,-0.34134263765263073,0.43568318104716397,0.4356867939747655,126.790009,0.32143068938499386,-0.4842872122518771,-1.2089310075948712,-1.7419286167887238,-2.3985207541076803,-2.876072645965866,0
BA,2014-01-16,0.08558233650186597,0.8843805278463401,-0.09985021967796603,-0.291557399074005,-0.29156477147974647,126.420334,0.3409150936114269,0.05919245554280028,-0.7593374443492062,-1.3001943184234754,-1.927395350814376,-2.3968816862430797,0
BA,2014-01-17,-0.27054320166735035,0.3844460864935062,-0.5054869461881717,0.1783039637106576,0.1783020127126056,126.645744,-0.0427148977071079,0.08329628510848064,-0.832027854537809,-1.2989455058197596,-1.8769743103250303,-2.357965459936806,0
BA,2014-01-21,-0.14822545561128386,0.5576402986890772,-0.6070445486982989,0.8614487681180227,0.8614486089639328,127.736732,-0.7595063571847249,-0.5413953286357631,-1.4545472062543974,-1.912536285960409,-2.4691111402474264,-2.981569676188889,1
BA,2014-01-22,-1.426887214341166,0.13854125297989572,-1.7316617625428354,1.9058354190137017,1.9058386431868302,130.171188,-2.011494740295383,-2.134097293480952,-2.9073393209973153,-3.480288280076227,-4.001103224163538,-4.583818118030846,1
BA,2014-01-23,1.2667242412670587,1.8257738564259052,-0.14860378102899974,-2.119551919358298,-2.1195419988023767,127.412155,0.20804577082933484,0.019806430556013055,-0.5774624354586422,-1.216480013229515,-1.7357644096044123,-2.361244864484602,-1
BA,2014-01-24,2.7442372225790157,2.7954681066433062,-0.2414833622312429,-3.29771712260587,-3.2977097043841663,123.210472,3.104270390263575,3.029626491488502,2.812037167316972,2.1456174195972677,1.6377494601270692,1.0403604329995542,-1
BA,2014-01-27,-0.4804921339510049,0.8008197379089754,-1.2449089891896636,0.519580703384448,0.5195662264811496,123.850632,2.119976101534937,2.166569162117793,2.2680035523220843,1.584520820208657,1.1668596087583971,0.6345847579795283,0
BA,2014-01-28,0.3793165184715619,0.729447829293095,-0.4741367123535567,-0.19656741266330657,-0.19657065617557645,123.607178,1.6529355601015316,2.1044620887631593,2.405236153302792,1.7915294126365389,1.4221370865695082,0.9332127405524471,0
BA,2014-01-29,1.4794251924751478,1.5256557368289014,-1.3176082702851644,-5.332261443789088,-5.332260720328074,117.016121,5.130225261867971,7.067347156380266,7.622130686306616,7.2884908738343634,6.922486893921231,6.51435990316811,-1
BA,2014-01-30,4.085985964482619,4.085985964482619,-1.051135707351114,-2.504237960427169,-2.5042284558381533,114.08577,5.4943439484170575,8.703857282113269,9.633543312778347,9.650666248735496,9.356825307836392,9.034476926146585,-1
BA,2014-01-31,-0.6386739479694481,1.2853272986535602,-1.7403799817917953,-1.0037121710559704,-1.0037220242279155,112.940666,4.745330083320032,8.61248666622878,9.84725129919104,10.306960249375564,10.096121232364608,9.857363452534763,-1
BA,2014-02-03,0.9424731728554958,2.794926018931987,-0.26811991764510434,-1.7403799817917953,-1.7403819807473075,110.975067,4.280144656276708,9.12414957136274,10.773483801245787,11.670053463450492,11.552488560335817,11.467070256420753,-1
BA,2014-02-04,0.8439847521797272,1.4421517417063878,-1.237300874817271,-0.8449796742772131,-0.8449762864301769,110.037354,2.7023928619730464,8.445592303137373,10.698131351528751,11.950997840242517,12.016060182617627,12.058341448910781,-1
BA,2014-02-05,-0.32949093361629433,0.4448105363293209,-2.1663961751829275,-0.5244173998326995,-0.5244055577708573,109.460312,1.863252317424413,7.125195020456365,10.259734079081873,11.754103578655982,12.128157464049627,12.229804808157319,-1
BA,2014-02-06,-0.7173693766588385,0.04076220821327414,-0.9456232321777724,1.0461251886964673,1.046114321325886,110.605392,0.17934586769512428,4.496620200939216,8.142715561883884,9.857341855449508,10.516670977487252,10.694820254935378,1
BA,2014-02-07,-2.5743954316106654,0.14958432096325858,-2.653121618322829,3.546098533400155,3.5460956550834366,114.527565,-2.9743293677814586,0.15982239734164683,3.7469217126898657,5.500319857494573,6.427967834643145,6.646465532846468,1
BA,2014-02-10,1.4155417925277636,1.423401182025752,-0.6369974634477082,0.11022437671761587,0.1102232462551811,114.653801,-2.439444811777336,-0.7525946741181344,2.9354101686810408,4.8045778264254935,5.981754830788377,6.237810845305791,0
BA,2014-02-11,-1.9283972978365815,0.407189600270752,-2.074373783823791,2.3592323888256495,2.359258024075439,117.35878,-3.4403987498847655,-3.5725466812112416,-0.02665598034790051,1.984072687190519,3.2854692593089485,3.6165499505022236,1
BA,2014-02-12,1.6857784404207266,1.8887051475569683,-0.10146335356813196,-1.5596181143325505,-1.0044105775468992,116.180016,-1.3039292402920566,-2.66615878241917,0.18483046745894072,2.585856417854182,3.9715251201204893,4.485018289777698,-1
BA,2014-02-13,-1.884171428571435,0.33976988416988263,-1.884171428571435,1.0692226227572377,1.0691985100088175,117.422211,-1.1869444359210668,-3.411700874888135,-1.442193249111956,1.101719588638983,2.5463656105061627,3.2194639337300046,1
BA,2014-02-14,-0.8220712716019651,0.19207129096276976,-1.6441302506413513,0.5096555984555939,0.5096752947362004,118.020683,-1.096066186975042,-3.471056763838609,-2.235127832071049,0.2331870507815914,1.6830054779465975,2.5489600553037395,0
BA,2014-02-18,-0.3827604538482521,0.23730918482318675,-0.7884857694064995,0.3610947952952026,0.36108501422584816,118.446838,-0.8114462287292179,-3.1875420768936014,-2.89101940118206,-0.47353847470372745,0.9964375748046539,2.0213328390694008,0
BA,2014-02-19,1.3396697666459456,1.6434309653667212,-0.015580652820157415,-1.7147714263656466,-1.7147625333822747,116.415756,0.7570665950062505,-0.9505763120242761,-1.6086028767446137,0.7766490388122493,2.3995677698472218,3.56128741427979,-1
BA,2014-02-20,-0.8335921709415328,0.3318979674575173,-1.582275418065382,0.9112851539160971,0.9112684025347928,117.476616,0.06793249815775226,-1.1626570857301566,-2.470983274946681,-0.6737057781780353,1.1764721585102222,2.364640437605603,1
BA,2014-02-21,1.1849111411358804,1.1849111411358804,-0.13252104874119652,-0.9879584900888916,-0.9879532110458555,116.316002,0.8762139193883245,0.3145094343940835,-1.3700018678427406,-0.1596000522782859,1.825830808730844,3.0807191372802967,-1
BA,2014-02-24,-0.9337071049836276,0.9337194516156888,-0.9491434817237021,1.0212012864141196,1.0212008490456892,117.503822,-0.23149476788933976,-0.4462573991848462,-2.108136533635474,-1.4116927192376671,0.4929651735072982,1.7366474258173614,1
BA,2014-02-25,1.9876983908163615,2.342641602324025,-0.44959773189461316,-2.1683749415348452,-2.168372021124565,114.955902,1.3724546304721308,1.7865638599399603,0.2924321362812732,0.3865748450218698,2.3135647615552646,3.61495744110063,-1
BA,2014-02-26,0.49758865415379105,1.0504707286117299,-0.1974567554106521,-0.13408897408179188,-0.1340835897229442,114.801765,1.2273821748298053,1.7004931065301987,0.7037630475454693,0.13785236664263234,2.00024586730001,3.403894559751186,0
BA,2014-02-27,-1.6256977539778839,0.0,-1.7890448318146457,1.5401603227220617,1.5401575054181382,116.569893,-0.4635984353181133,0.1913494078612743,-0.4171090157330304,-1.4001749576968425,-0.013607492974188062,1.5589498739610352,1
BA,2014-02-28,-0.13186317300438732,0.7989443189411194,-0.6670803702618633,0.28002489545775333,0.2800242769374517,116.896317,-0.6422590713443865,-0.13341532394042233,-0.3364113972327498,-1.5552920285760496,-0.6526465329100173,0.9932327180733003,0
BA,2014-03-03,-0.8111066852978688,0.17158087528013066,-1.325849311138283,-0.5429700673746485,-0.5429640696036575,116.261612,-0.3135292842834425,0.26048176589881233,0.307113925101965,-0.875032422567823,-0.3493579290815285,1.253322893888642,-1
BA,2014-03-04,-0.652684501349432,0.5912647037169538,-0.6910804174485197,1.5676142445202546,1.5676137365100429,118.084145,-1.3222762463157123,-1.3176722412649222,-1.0473783758183752,-2.1039284317128204,-2.082719606429817,-0.5511207565870424,1
BA,2014-03-05,1.250097901628111,1.5606880264369627,-0.07763879605150459,-1.105738343107976,-1.1057326959516889,116.77845,0.11957120513244046,-0.18325093371253098,0.02587680632284428,-0.7207289529874816,-1.2218142645325392,0.24801896240274068,-1
BA,2014-03-06,0.11640074409124956,0.39577370482868357,-0.644111433772232,0.054358260583176055,0.05434992500756852,116.841919,0.11174893490064619,-0.2917927939885989,0.00930864546997423,-0.4587777696462014,-1.2814346536023646,-0.18670120153254643,0
BA,2014-03-07,0.9413467137811216,1.2603167015887262,-0.365634063789011,-0.24833772894352624,-0.24833638687498105,116.551758,0.30185627916485824,-0.023337013929902728,0.20849724119991198,0.044130222385829754,-0.9510386964733719,-0.2488143507882623,0
BA,2014-03-10,-0.29946962171542024,0.3073528277039328,-1.6786169255151528,-1.2836425158355258,-1.2836503075311922,115.055641,1.3964909378063384,1.0639193257808488,1.3397472039926805,1.3679949425513316,0.4104654720927803,0.812034761511593,-1
BA,2014-03-11,1.0822002241139606,1.2731750023581512,-0.039782765016049826,-0.9614634798759791,-0.9614487307058717,113.94944,1.65512142929356,1.9567046577850578,2.0604131095334877,2.321150766515423,1.4896427749008678,1.501063161579963,-1
BA,2014-03-12,0.45808888531704284,0.6188194165394068,-0.49827372820060445,-0.9867096520523533,-0.9867042786695479,112.825096,1.967359105991795,2.797543464975183,2.865316300432541,3.1399025798303004,2.599858882459971,2.1940103940468525,-1
BA,2014-03-13,2.2643391768343513,3.051933735761203,-0.2133087227279451,-2.0413091698143537,-2.0413286419893706,110.521965,2.9485677349294415,4.392492750196775,4.589389508833519,5.033231674807825,4.776326950032073,4.127734669453886,-1
BA,2014-03-14,-0.8041572512049622,0.950367955890119,-0.9422500126533229,1.0009041020666354,1.000908733390693,111.628189,1.0462206817670294,2.886038489793985,3.2729533935196065,3.732839784760822,3.774654339326422,3.0224534951471593,1
BA,2014-03-17,-1.1561130785538776,0.3189300003018536,-1.1959815212243874,1.8763682732810816,1.8763710302601044,113.722748,-1.0492715142620401,0.7678209640167966,1.1492054342548963,1.6333106020266053,1.8350124638212284,1.1478974285777932,1
BA,2014-03-18,1.2495928631925723,1.4350201432197673,-0.3063503683783497,-1.100300607563398,-1.1003119622118196,112.471443,-0.21121343664097791,1.3898833857764359,2.1272798998408726,2.498395037040657,2.890366828493529,2.3175702475872306,-1
BA,2014-03-19,1.7015723445937825,2.4214651901417694,-0.7117105810162117,-1.451147198878211,-1.4511265761923076,110.83934,0.89985829940884,2.347013163376821,3.3927698715395804,3.756124089154622,4.170146339738201,3.848309243511072,-1
BA,2014-03-20,-0.9213666631851636,0.13739513123587344,-1.8993016592749878,1.21891772282261,1.2189002568943286,112.190361,-0.01777764134299753,0.6999149418905892,1.8874472944545806,2.271076924335791,2.773460618421586,2.6788586588111674,1
BA,2014-03-21,1.2073714927823165,1.5255302410584148,-0.06526513190951988,-0.9294439280018496,-0.9294443753505632,111.147614,0.8337445732303328,1.1584321549178656,2.4985098345580825,2.9980463638202837,3.511833011548049,3.6584161551741934,-1
BA,2014-03-24,0.08912737140054361,0.42942716625224975,-1.0857203222447098,0.6852634902061894,0.6852796678118445,111.909286,-0.17664056939832307,0.18877986586385287,1.541612016003735,2.0470671218472347,2.5888742780469487,2.874912721720002,1
BA,2014-03-25,0.3547831080821462,0.7901975678970441,-0.37090712072829213,0.4861440688080254,0.4861348145854594,112.453316,-0.662792905102072,-0.4289604052227225,0.7165537030495495,1.4421085635216047,1.879375295611574,2.311994783684268,0
BA,2014-03-26,0.8742831771576309,1.4490415401039458,-0.16999838233626718,-0.3950959618229999,-0.3951026219626952,112.00901,-0.05989928845903103,-0.10685104707202076,0.8321935291931704,1.7198323152753492,2.1261289605184475,2.5586291079024326,0
